,Hatch Time (Cycles),Height (m),Weight (kg),Base Experience Yield,Base Friendship,Male Ratio,Female Ratio,Pseudo Legendary,Legendary,Mythical,Ultra Beast,Paradox,Total EV Yield,Total Base Stat,Normal,Poison,Ground,Rock,Bug,Ghost,Steel,Dragon,Dark,Flying,Fire,Psychic,Ice,Fighting,Water,Grass,Electric,Fairy
113,20,1.0,35.0,166,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,435,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
114,20,2.2,80.0,175,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,490,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
115,20,0.4,8.0,83,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,295,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
116,20,1.2,25.0,155,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,440,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
117,20,0.6,15.0,111,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,320,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
118,20,1.3,39.0,170,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,450,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
119,20,0.8,34.5,106,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,340,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
120,20,1.1,80.0,207,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,520,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,1.0
121,25,1.3,54.5,136,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,460,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
122,25,1.5,56.0,187,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,500,1.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.25,2.0,1.0
123,25,1.4,40.6,137,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,455,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
124,25,1.1,30.0,156,70,0.75,0.25,0.0,0.0,0.0,0.0,0.0,2,490,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
125,25,1.3,44.5,167,70,0.75,0.25,0.0,0.0,0.0,0.0,0.0,2,495,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5
126,25,1.5,55.0,200,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,500,1.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.25,2.0,1.0
127,20,1.4,88.4,211,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,490,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.5,1.0,0.5,2.0,2.0,2.0
128,5,0.9,10.0,20,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,200,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
129,5,6.5,235.0,214,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,540,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,2.0,0.5,2.0,2.0,2.0
130,40,2.5,220.0,219,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,535,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,0.5,2.0,2.0,1.0
131,20,0.3,4.0,61,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,288,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
132,35,0.3,6.5,92,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,325,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
133,35,1.0,29.0,196,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,525,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
134,35,0.8,24.5,197,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,525,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
135,35,0.9,25.0,198,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,525,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5
136,20,0.8,36.5,130,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,395,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
137,30,0.4,7.5,120,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,355,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,0.5,2.0,1.0,4.0,2.0,1.0
138,30,1.0,35.0,199,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,495,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,0.5,2.0,1.0,4.0,2.0,1.0
139,30,0.5,11.5,119,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,355,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,0.5,2.0,1.0,4.0,2.0,1.0
140,30,1.3,40.5,201,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,495,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,0.5,2.0,1.0,4.0,2.0,1.0
141,35,1.8,59.0,202,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,515,0.5,0.5,0.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,2.0,1.0,2.0,1.0
142,40,2.1,460.0,154,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,540,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
143,80,1.7,55.4,215,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,580,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0.25,1.0,0.5,2.0,1.0
144,80,1.6,52.6,216,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,580,1.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
145,80,2.0,60.0,217,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,580,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,1.0,1.0,0.5,2.0,2.0
146,40,1.8,3.3,67,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,2.0
147,40,4.0,16.5,144,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,420,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,2.0
148,40,2.2,210.0,218,35,0.5,0.5,1.0,0.0,0.0,0.0,0.0,3,600,1.0,1.0,0.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,1.0,4.0,0.5,0.5,0.25,1.0,2.0
149,120,2.0,122.0,220,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,680,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0
150,120,0.4,4.0,64,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,600,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
151,20,0.9,6.4,64,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,318,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
152,20,1.2,15.8,141,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,405,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
153,20,1.8,100.5,208,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,3,525,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
154,20,0.5,7.9,65,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,309,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5
155,20,0.9,19.0,142,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,405,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5
156,20,1.7,79.5,209,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,3,534,0.0,0.5,2.0,2.0,0.25,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,0.0,2.0,0.5,1.0,0.5
157,20,0.6,9.5,66,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,314,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
158,20,1.1,25.0,143,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,405,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
159,20,2.3,88.8,210,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,3,530,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
160,15,0.8,6.0,57,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,215,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
161,15,1.8,32.5,116,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,415,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
162,15,0.7,21.2,58,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,262,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0
163,15,1.6,40.8,162,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,442,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0
164,15,1.0,10.8,54,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,265,1.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.25,2.0,1.0
165,15,1.4,35.6,134,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,390,1.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.25,2.0,1.0
166,15,0.5,8.5,54,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,250,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.25,1.0,0.25,1.0,0.5
167,15,1.1,33.5,134,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,390,1.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.25,1.0,0.25,1.0,0.5
168,15,1.8,75.0,204,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,535,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.25,1.0,0.25,2.0,0.5
169,20,0.5,12.0,90,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,330,1.0,1.0,2.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0
170,20,1.2,22.5,156,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,460,1.0,1.0,2.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0
171,10,0.3,2.0,42,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,205,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
172,10,0.3,3.0,37,140,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1,218,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
173,10,0.3,1.0,39,70,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1,210,1.0,2.0,1.0,1.0,0.5,0.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
174,10,0.3,1.5,74,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,1,245,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
175,10,0.6,3.2,114,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,405,1.0,2.0,0.0,2.0,0.25,1.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,0.25,1.0,0.5,2.0,1.0
176,20,0.2,2.0,73,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,320,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0.25,1.0,0.5,2.0,1.0
177,20,1.5,15.0,171,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,470,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0.25,1.0,0.5,2.0,1.0
178,20,0.6,7.8,59,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,280,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
179,20,0.8,13.3,117,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,365,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
180,20,1.4,61.5,194,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,500,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,2.0,1.0,0.5,0.5,0.25,2.0
181,20,0.4,5.8,184,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,480,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
182,10,0.4,8.5,58,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,250,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,2.0,2.0,1.0
183,10,0.8,28.5,153,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,410,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.5,2.0,2.0,1.0
184,20,1.2,38.0,135,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,410,0.5,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0
185,20,1.1,33.9,185,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,500,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
186,20,0.4,0.5,74,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,250,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,0.5,0.5,0.25,1.0,1.0
187,20,0.6,1.0,136,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,340,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,0.5,0.5,0.25,1.0,1.0
188,20,0.8,3.0,176,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3,450,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,0.5,0.5,0.25,1.0,1.0
189,20,0.8,11.5,94,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,360,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
190,20,0.3,1.8,52,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,180,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
191,20,0.8,8.5,146,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,425,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0
192,20,1.2,38.0,147,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,390,1.0,1.0,0.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.25,1.0,0.25,2.0,1.0
193,20,0.4,8.5,52,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,210,1.0,0.25,2.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,1.0,0.0,0.5
194,20,1.4,75.0,137,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,430,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,0.0,1.0
195,35,0.9,26.5,197,70,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,525,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
196,35,1.0,27.0,197,35,0.875,0.125,0.0,0.0,0.0,0.0,0.0,2,525,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0
197,20,0.5,2.1,107,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,405,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,1.0,1.0,0.5,2.0,2.0
198,20,2.0,79.5,164,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,490,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,1.0,0.5
199,25,0.7,1.0,147,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,435,0.0,0.5,0.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
200,40,0.5,5.0,61,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,336,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
201,20,1.3,28.5,177,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,405,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
202,20,1.5,41.5,149,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,455,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
203,20,0.6,7.2,60,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,290,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
204,20,1.2,125.8,118,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,465,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,4.0,0.5,0.5,1.0,1.0,0.25,1.0,0.5
205,20,1.5,14.0,75,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,415,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
206,20,1.1,64.8,108,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,430,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,1.0,0.0,1.0
207,25,9.2,400.0,196,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,510,0.5,0.0,2.0,0.25,0.5,1.0,0.5,0.5,1.0,0.5,2.0,0.5,1.0,2.0,2.0,1.0,0.0,0.5
208,20,0.6,7.8,63,70,0.25,0.75,0.0,0.0,0.0,0.0,0.0,1,300,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
209,20,1.4,48.7,178,70,0.25,0.75,0.0,0.0,0.0,0.0,0.0,2,450,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
210,20,0.5,3.9,100,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,430,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0
211,25,1.8,118.0,200,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,500,0.5,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,4.0,0.5,0.5,1.0,1.0,0.25,1.0,0.5
212,20,0.6,20.5,80,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,505,0.5,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
213,25,1.5,54.0,200,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,500,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,4.0,2.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
214,20,0.9,28.0,132,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,430,1.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,0.5,2.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
215,20,0.6,8.8,124,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,330,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
216,20,1.8,125.8,189,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,500,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
217,20,0.7,35.0,78,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,250,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5
218,20,0.8,55.0,154,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,410,0.5,0.5,4.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.25,1.0,0.5,2.0,4.0,1.0,1.0,0.5
219,20,0.4,6.5,78,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,250,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0
220,20,1.1,55.8,160,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,450,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0
221,20,0.6,5.0,113,70,0.25,0.75,0.0,0.0,0.0,0.0,0.0,2,380,0.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
222,20,0.6,12.0,78,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,300,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
223,20,0.9,28.5,164,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,480,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0
224,20,0.9,16.0,183,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,330,1.0,1.0,0.0,4.0,0.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0
225,25,2.1,220.0,168,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,465,1.0,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,1.0
226,25,1.7,50.5,168,70,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,465,0.5,0.0,0.0,1.0,0.25,1.0,0.5,0.5,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.25,2.0,0.5
227,20,0.6,10.8,114,35,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1,330,1.0,1.0,2.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0
