Pokedex number,Name,Category,Abilities,Catch Rate,Egg Groups,Hatch Time (Cycles),Height (m),Weight (kg),Base Experience Yield,Levelling Rate,Base Friendship,Male Ratio,Female Ratio,Locations,Moves,Gen,Evolves From,Pseudo Legendary,Legendary,Mythical,Ultra Beast,Paradox,HP EV,Atk EV,Def EV,Sp.Atk EV,Sp.Def EV,Speed EV,Total EV Yield,Total Base Stat,HP Stat,Atk Stat,Def Stat,Sp.Atk Stat,Sp.Def Stat,Speed Stat,Normal,Poison,Ground,Rock,Bug,Ghost,Steel,Dragon,Dark,Flying,Fire,Psychic,Ice,Fighting,Water,Grass,Electric,Fairy,Type1,Type2
904,Overqwil,Pin Cluster Pokémon,"['Intimidate', 'Swift Swim', 'Poison Point']",45,Water 2,20,2.5,60.5,179,Medium Fast,50,0.5,0.5,"{'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Unobtainable', 'Shining Pearl': 'Unobtainable', 'Legends: Arceus': 'Crimson Mirelands: Lake Valor\xa0 (only one during Mission 15)', 'Scarlet': 'Trade', 'Violet': 'Trade', 'The Hidden Treasure of Area Zero': 'Tera Raid Battles (6★)'}","['Poison Sting', 'Tackle', 'Harden', 'Bite', 'Fell Stinger', 'Minimize', 'Spikes', 'Brine', 'Barb Barrage', 'Pin Missile', 'Toxic Spikes', 'Stockpile', 'Spit Up', 'Toxic', 'Crunch', 'Acupressure', 'Destiny Bond']",8,Hisuian,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,510,85,115,95,65,65,85,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,Dark,Poison
905,Enamorus,Love-Hate Pokémon,"['Cute Charm', 'Overcoat', 'Contrary']",3,No Eggs Discovered,20,1.6,48.0,116,Slow,50,0.0,1.0,"{'Sword': 'Unobtainable', 'Shield': 'Unobtainable', 'Brilliant Diamond': 'Unobtainable', 'Shining Pearl': 'Unobtainable', 'Legends: Arceus': 'Crimson Mirelands: Scarlet Bog (Only one) (Incarnate Forme)', 'Scarlet': 'Pokémon HOME', 'Violet': 'Pokémon HOME'}","['Astonish', 'Fairy Wind', 'Torment', 'Flatter', 'Twister', 'Draining Kiss', 'Iron Defense', 'Imprison', 'Mystical Fire', 'Dazzling Gleam', 'Extrasensory', 'Uproar', 'Superpower', 'Healing Wish', 'Moonblast', 'Outrage', 'Springtide Storm']",8,,0.0,1.0,0.0,0.0,0.0,0,0,0,3,0,0,3,580,74,115,70,135,80,106,1.0,2.0,0.0,2.0,0.25,1.0,2.0,0.0,0.5,1.0,1.0,1.0,2.0,0.25,1.0,0.5,2.0,1.0,Fairy,Flying
906,Sprigatito,Grass Cat Pokémon,"['Overgrow', 'Protean']",45,"['Field', 'Grass']",20,0.4,4.1,62,Medium Slow,50,0.875,0.125,"{'Scarlet': 'First partner Pokémon from Clavell in Cabo Poco', 'Violet': 'First partner Pokémon from Clavell in Cabo Poco'}","['Scratch', 'Tail Whip', 'Leafage', 'Bite', 'Hone Claws', 'Magical Leaf', 'Quick Attack', 'Seed Bomb', 'U-turn', 'Worry Seed', 'Slash', 'Energy Ball', 'Play Rough']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,310,40,61,54,45,45,65,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,Grass,
907,Floragato,Grass Cat Pokémon,"['Overgrow', 'Protean']",45,"['Field', 'Grass']",20,0.9,12.2,144,Medium Slow,50,0.875,0.125,"{'Scarlet': 'Evolve Sprigatito', 'Violet': 'Evolve Sprigatito'}","['Scratch', 'Tail Whip', 'Leafage', 'Bite', 'Hone Claws', 'Magical Leaf', 'Quick Attack', 'Seed Bomb', 'U-turn', 'Worry Seed', 'Slash', 'Energy Ball', 'Play Rough', 'Leaf Storm']",9,Sprigatito,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,410,61,80,63,60,63,83,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,Grass,
908,Meowscarada,Magician Pokémon,"['Overgrow', 'Protean']",45,"['Field', 'Grass']",20,1.5,31.2,265,Medium Slow,50,0.875,0.125,"{'Scarlet': 'Evolve Floragato', 'Violet': 'Evolve Floragato'}","['Scratch', 'Tail Whip', 'Leafage', 'Double Team', 'Trick', 'Flower Trick', 'Bite', 'Hone Claws', 'Magical Leaf', 'Quick Attack', 'Seed Bomb', 'U-turn', 'Worry Seed', 'Slash', 'Night Slash', 'Energy Ball', 'Play Rough', 'Knock Off', 'Grassy Terrain', 'Leaf Storm']",9,Floragato,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,3,530,76,110,70,81,70,123,1.0,2.0,0.5,1.0,4.0,0.5,1.0,1.0,0.5,2.0,2.0,0.0,2.0,2.0,0.5,0.5,0.5,2.0,Grass,Dark
909,Fuecoco,Fire Croc Pokémon,"['Unaware', 'Blaze']",45,Field,20,0.4,9.8,62,Medium Slow,50,0.875,0.125,"{'Scarlet': 'First partner Pokémon from Clavell in Cabo Poco', 'Violet': 'First partner Pokémon from Clavell in Cabo Poco'}","['Tackle', 'Leer', 'Ember', 'Round', 'Bite', 'Incinerate', 'Yawn', 'Snarl', 'Roar', 'Flamethrower', 'Hyper Voice', 'Fire Blast']",9,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,310,67,45,59,63,40,36,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5,Fire,
910,Crocalor,Fire Croc Pokémon,"['Unaware', 'Blaze']",45,Field,20,1.0,30.7,144,Medium Slow,50,0.875,0.125,"{'Scarlet': 'Evolve Fuecoco', 'Violet': 'Evolve Fuecoco'}","['Tackle', 'Leer', 'Ember', 'Lick', 'Round', 'Bite', 'Yawn', 'Incinerate', 'Snarl', 'Roar', 'Flamethrower', 'Hyper Voice', 'Will-O-Wisp', 'Fire Blast']",9,Fuecoco,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,2,411,81,55,78,90,58,49,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5,Fire,
911,Skeledirge,Singer Pokémon,"['Unaware', 'Blaze']",45,Field,20,1.6,326.5,265,Medium Slow,50,0.875,0.125,"{'Scarlet': 'Evolve Crocalor', 'Violet': 'Evolve Crocalor'}","['Tackle', 'Leer', 'Ember', 'Sing', 'Yawn', 'Torch Song', 'Lick', 'Round', 'Scary Face', 'Bite', 'Incinerate', 'Snarl', 'Roar', 'Flamethrower', 'Shadow Ball', 'Hyper Voice', 'Will-O-Wisp', 'Hex', 'Fire Blast', 'Overheat']",9,Crocalor,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,3,530,104,75,100,110,75,66,0.0,0.5,2.0,2.0,0.25,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,0.0,2.0,0.5,1.0,0.5,Fire,Ghost
912,Quaxly,Duckling Pokémon,"['Torrent', 'Moxie']",45,"['Water 1', 'Flying']",20,0.5,6.1,62,Medium Slow,50,0.875,0.125,"{'Scarlet': 'First partner Pokémon from Clavell in Cabo Poco', 'Violet': 'First partner Pokémon from Clavell in Cabo Poco'}","['Pound', 'Growl', 'Water Gun', 'Work Up', 'Wing Attack', 'Aqua Jet', 'Double Hit', 'Aqua Cutter', 'Air Slash', 'Focus Energy', 'Acrobatics', 'Liquidation']",9,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,310,55,65,45,50,45,50,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,Water,
913,Quaxwell,Practicing Pokémon,"['Torrent', 'Moxie']",45,"['Water 1', 'Flying']",20,1.2,21.5,144,Medium Slow,50,0.875,0.125,"{'Scarlet': 'Evolve Quaxly', 'Violet': 'Evolve Quaxly'}","['Double Hit', 'Pound', 'Growl', 'Water Gun', 'Work Up', 'Wing Attack', 'Aqua Jet', 'Water Pulse', 'Low Sweep', 'Aqua Cutter', 'Air Slash', 'Focus Energy', 'Acrobatics', 'Liquidation', 'Feather Dance']",9,Quaxly,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,410,70,85,65,65,60,65,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,Water,
914,Quaquaval,Dancer Pokémon,"['Torrent', 'Moxie']",45,"['Water 1', 'Flying']",20,1.8,61.9,265,Medium Slow,50,0.875,0.125,"{'Scarlet': 'Evolve Quaxwell', 'Violet': 'Evolve Quaxwell'}","['Double Hit', 'Pound', 'Growl', 'Water Gun', 'Counter', 'Aqua Step', 'Work Up', 'Wing Attack', 'Aqua Jet', 'Low Sweep', 'Water Pulse', 'Aqua Cutter', 'Air Slash', 'Focus Energy', 'Mega Kick', 'Acrobatics', 'Liquidation', 'Feather Dance', 'Close Combat', 'Wave Crash']",9,Quaxwell,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,3,530,85,120,80,85,75,85,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,2.0,0.5,2.0,0.5,1.0,0.5,2.0,2.0,2.0,Water,Fighting
915,Lechonk,Hog Pokémon,"['Gluttony', 'Aroma Veil', 'Thick Fat']",255,Field,15,0.5,10.2,51,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Two, Area Three, Area Four, Area Five, Poco Path, Pokémon League', 'Violet': 'South Province: Area One, Area Two, Area Three, Area Four, Area Five, Poco Path, Pokémon League'}","['Tackle', 'Tail Whip', 'Disarming Voice', 'Echoed Voice', 'Mud Shot', 'Covet', 'Dig', 'Headbutt', 'Yawn', 'Take Down', 'Work Up', 'Uproar', 'Double-Edge']",9,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,254,54,45,40,35,45,35,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
916,Oinkologne,Hog Pokémon,"['Gluttony', 'Aroma Veil', 'Thick Fat', 'Lingering Aroma']",100,Field,15,1.0,120.0,171,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area Three, Area Five', 'Violet': 'South Province: Area Three, Area Five'}","['Tackle', 'Tail Whip', 'Disarming Voice', 'Echoed Voice', 'Mud Shot', 'Covet', 'Dig', 'Headbutt', 'Take Down', 'Yawn', 'Work Up', 'Uproar', 'Double-Edge', 'Earth Power', 'Belch']",9,Lechonk,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,489,110,100,75,59,80,65,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
917,Tarountula,String Ball Pokémon,"['Insomnia', 'Stakeout']",255,Bug,15,0.3,4.0,42,Erratic,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Two, Area Three, Area Four, Area Five, Cabo Poco, Poco Path, Pokémon League', 'Violet': 'South Province: Area One, Area Two, Area Three, Area Four, Area Five, Cabo Poco, Poco Path, Pokémon League'}","['Tackle', 'String Shot', 'Struggle Bug', 'Assurance', 'Feint', 'Bug Bite', 'Block', 'Counter', 'Headbutt', 'Sticky Web', 'Gastro Acid', 'Circle Throw', 'Throat Chop', 'Skitter Smack']",9,,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,210,35,41,45,29,40,20,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,Bug,
918,Spidops,Trap Pokémon,"['Insomnia', 'Stakeout']",120,Bug,15,1.0,16.5,141,Erratic,50,0.5,0.5,"{'Scarlet': 'East Province: Area One, Area Two, Tagtree Thicket', 'Violet': 'East Province: Area One, Area Two, Tagtree Thicket'}","['Tackle', 'String Shot', 'Silk Trap', 'Struggle Bug', 'Assurance', 'Feint', 'Bug Bite', 'Block', 'Counter', 'Headbutt', 'Sticky Web', 'Gastro Acid', 'Circle Throw', 'Throat Chop', 'Skitter Smack']",9,Tarountula,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,2,404,60,79,92,52,86,35,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,Bug,
919,Nymble,Grasshopper Pokémon,"['Swarm', 'Tinted Lens']",190,Bug,20,0.2,1.0,42,Medium Fast,20,0.5,0.5,"{'Scarlet': 'South Province: Area Two, Area Three, Area Six', 'Violet': 'South Province: Area Two, Area Three, Area Six'}","['Tackle', 'Leer', 'Struggle Bug', 'Astonish', 'Assurance', 'Double Kick', 'Screech', 'Endure', 'Bug Bite', 'Feint', 'Agility', 'Sucker Punch', 'First Impression']",9,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,210,33,46,40,21,25,45,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,Bug,
920,Lokix,Grasshopper Pokémon,"['Swarm', 'Tinted Lens']",30,Bug,20,1.0,17.5,158,Medium Fast,0,0.5,0.5,"{'Scarlet': 'South Province: Area Three, Area Four, Area Five, Area Six, Alfornada Cavern, Pokémon League', 'Violet': 'South Province: Area Three, Area Four, Area Five, Area Six, Alfornada Cavern, Pokémon League'}","['Low Kick', 'Detect', 'Tackle', 'Leer', 'Lunge', 'Struggle Bug', 'Astonish', 'Assurance', 'Double Kick', 'Screech', 'Endure', 'Bug Bite', 'Feint', 'Agility', 'Throat Chop', 'Sucker Punch', 'First Impression', 'Bounce', 'Axe Kick']",9,Nymble,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,450,71,102,78,52,55,92,1.0,1.0,0.5,2.0,2.0,0.5,1.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,Bug,Dark
921,Pawmi,Mouse Pokémon,"['Natural Cure', 'Static', 'Iron Fist']",190,Field,15,0.3,2.5,48,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Two, Area Three, Area Five, Poco Path', 'Violet': 'South Province: Area One, Area Two, Area Three, Area Five, Poco Path'}","['Scratch', 'Growl', 'Thunder Shock', 'Quick Attack', 'Charge', 'Nuzzle', 'Dig', 'Bite', 'Spark', 'Thunder Wave', 'Entrainment', 'Slam', 'Discharge', 'Agility', 'Wild Charge']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,240,45,50,20,40,25,60,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Electric,
922,Pawmo,Mouse Pokémon,"['Natural Cure', 'Iron Fist', 'Volt Absorb']",80,Field,15,0.4,6.5,123,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Two, Area Three, Area Four, Area Five, Area Six, Pokémon League', 'Violet': 'South Province: Area One, Area Two, Area Three, Area Four, Area Five, Area Six, Pokémon League'}","['Scratch', 'Growl', 'Arm Thrust', 'Thunder Shock', 'Quick Attack', 'Charge', 'Nuzzle', 'Dig', 'Bite', 'Spark', 'Thunder Wave', 'Slam', 'Entrainment', 'Discharge', 'Agility', 'Wild Charge']",9,Pawmi,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,350,60,75,40,50,40,85,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,Electric,Fighting
923,Pawmot,Hands-On Pokémon,"['Natural Cure', 'Iron Fist', 'Volt Absorb']",45,Field,15,0.9,41.0,245,Medium Fast,50,0.5,0.5,"{'Scarlet': 'Tera Raid Battles (5★, 6★)', 'Violet': 'Tera Raid Battles (5★, 6★)'}","['Wild Charge', 'Scratch', 'Growl', 'Revival Blessing', 'Thunder Shock', 'Quick Attack', 'Charge', 'Nuzzle', 'Dig', 'Bite', 'Spark', 'Arm Thrust', 'Thunder Wave', 'Slam', 'Entrainment', 'Close Combat', 'Discharge', 'Agility', 'Double Shock']",9,Pawmo,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,3,490,70,115,70,70,60,105,1.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,Electric,Fighting
924,Tandemaus,Couple Pokémon,"['Own Tempo', 'Pickup', 'Run Away']",150,"['Field', 'Fairy']",10,0.3,1.8,61,Fast,50,0.0,0.0,"{'Scarlet': 'South Province: Pokémon League', 'Violet': 'South Province: Pokémon League', 'The Hidden Treasure of Area Zero': ""Kitakami Road, Apple Hills, Reveler's Road, Oni Mountain, Oni's Maw, Wistful Fields, Paradise Barrens, Kitakami Wilds""}","['Pound', 'Baby-Doll Eyes', 'Echoed Voice', 'Helping Hand', 'Super Fang', 'Double Hit', 'Bullet Seed', 'Encore', 'Play Rough', 'Hyper Voice', 'Charm', 'Beat Up', 'Copycat', 'Population Bomb']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,305,50,50,45,40,45,75,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
925,Maushold,Family Pokémon,"['Cheek Pouch', 'Technician', 'Friend Guard']",75,"['Field', 'Fairy']",10,0.3,2.8,165,Fast,50,0.0,0.0,"{'Scarlet': 'Tera Raid Battles (4★) (Family of Three Form)', 'Violet': 'Tera Raid Battles (4★) (Family of Three Form)', 'The Hidden Treasure of Area Zero': 'Evolve Tandemaus'}","['Follow Me', 'Tidy Up', 'Pound', 'Baby-Doll Eyes', 'Echoed Voice', 'Helping Hand', 'Super Fang', 'Double Hit', 'Bullet Seed', 'Encore', 'Play Rough', 'Hyper Voice', 'Charm', 'Beat Up', 'Copycat', 'Population Bomb']",9,Tandemaus,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,470,74,75,70,65,75,111,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Normal,
926,Fidough,Puppy Pokémon,"['Own Tempo', 'Klutz']",190,"['Mineral', 'Field']",20,0.3,10.9,62,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Two, Area Three, Area Six, Pokémon League', 'Violet': 'South Province: Area One, Area Two, Area Three, Area Six, Pokémon League'}","['Tackle', 'Growl', 'Lick', 'Tail Whip', 'Covet', 'Bite', 'Baby-Doll Eyes', 'Play Rough', 'Work Up', 'Baton Pass', 'Roar', 'Double-Edge', 'Charm', 'Crunch', 'Last Resort']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,312,37,55,70,30,55,65,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,Fairy,
927,Dachsbun,Dog Pokémon,"['Aroma Veil', 'Well-Baked Body']",90,"['Mineral', 'Field']",20,0.5,14.9,167,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area Six', 'Violet': 'South Province: Area Six'}","['Tackle', 'Growl', 'Lick', 'Tail Whip', 'Covet', 'Bite', 'Baby-Doll Eyes', 'Play Rough', 'Work Up', 'Baton Pass', 'Roar', 'Double-Edge', 'Charm', 'Crunch', 'Last Resort']",9,Fidough,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,477,57,80,115,50,80,95,1.0,2.0,1.0,1.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,Fairy,
928,Smoliv,Olive Pokémon,"['Early Bird', 'Harvest']",255,Grass,20,0.3,6.5,52,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area Two', 'Violet': 'South Province: Area Two'}","['Tackle', 'Sweet Scent', 'Absorb', 'Growth', 'Razor Leaf', 'Helping Hand', 'Flail', 'Mega Drain', 'Grassy Terrain', 'Seed Bomb', 'Energy Ball', 'Leech Seed', 'Terrain Pulse']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,260,41,35,45,58,51,30,1.0,2.0,0.5,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,Grass,Normal
929,Dolliv,Olive Pokémon,"['Early Bird', 'Harvest']",120,Grass,20,0.6,11.9,124,Medium Slow,50,0.5,0.5,"{'Scarlet': 'East Province: East Paldean Sea, Tagtree Thicket', 'Violet': 'East Province: East Paldean Sea, Tagtree Thicket'}","['Tackle', 'Sweet Scent', 'Absorb', 'Growth', 'Razor Leaf', 'Helping Hand', 'Flail', 'Mega Drain', 'Grassy Terrain', 'Seed Bomb', 'Energy Ball', 'Leech Seed', 'Terrain Pulse']",9,Smoliv,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,2,354,52,53,60,78,78,33,1.0,2.0,0.5,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,Grass,Normal
930,Arboliva,Olive Pokémon,"['Seed Sower', 'Harvest']",45,Grass,20,1.4,48.2,255,Medium Slow,50,0.5,0.5,"{'Scarlet': 'Tera Raid Battles (5★)', 'Violet': 'Tera Raid Battles (5★)'}","['Mirror Coat', 'Safeguard', 'Tackle', 'Sweet Scent', 'Absorb', 'Growth', 'Razor Leaf', 'Helping Hand', 'Flail', 'Mega Drain', 'Grassy Terrain', 'Seed Bomb', 'Energy Ball', 'Leech Seed', 'Terrain Pulse', 'Petal Blizzard', 'Petal Dance']",9,Dolliv,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,3,510,78,69,90,125,109,39,1.0,2.0,0.5,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,Grass,Normal
931,Squawkabilly,Parrot Pokémon,"['Intimidate', 'Hustle', 'Guts', 'Sheer Force']",190,Flying,15,0.6,2.4,146,Erratic,50,0.5,0.5,"{'Scarlet': 'South Province: Cabo Poco (Green Plumage)', 'Violet': 'South Province: Cabo Poco (Green Plumage)'}","['Growl', 'Peck', 'Mimic', 'Quick Attack', 'Torment', 'Aerial Ace', 'Fury Attack', 'Taunt', 'Uproar', 'Copycat', 'Fly', 'Facade', 'Swagger', 'Brave Bird', 'Roost', 'Reversal']",9,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,417,82,96,51,45,51,92,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,Normal,Flying
932,Nacli,Rock Salt Pokémon,"['Sturdy', 'Purifying Salt', 'Clear Body']",255,Mineral,20,0.4,16.0,56,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area Two, Area Three, Area Four, Area Five, Area Six, Pokémon League', 'Violet': 'South Province: Area Two, Area Three, Area Four, Area Five, Area Six, Pokémon League'}","['Tackle', 'Harden', 'Rock Throw', 'Mud Shot', 'Smack Down', 'Rock Polish', 'Headbutt', 'Iron Defense', 'Recover', 'Rock Slide', 'Stealth Rock', 'Heavy Slam', 'Earthquake', 'Stone Edge']",9,,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,280,55,55,75,35,35,25,0.5,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,Rock,
933,Naclstack,Rock Salt Pokémon,"['Sturdy', 'Purifying Salt', 'Clear Body']",120,Mineral,20,0.6,105.0,124,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area Six', 'Violet': 'South Province: Area Six'}","['Tackle', 'Harden', 'Salt Cure', 'Rock Throw', 'Mud Shot', 'Smack Down', 'Rock Polish', 'Headbutt', 'Iron Defense', 'Recover', 'Rock Slide', 'Stealth Rock', 'Heavy Slam', 'Earthquake', 'Stone Edge']",9,Nacli,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,2,355,60,60,100,35,65,35,0.5,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,Rock,
934,Garganacl,Rock Salt Pokémon,"['Sturdy', 'Purifying Salt', 'Clear Body']",45,Mineral,20,2.3,240.0,250,Medium Slow,50,0.5,0.5,"{'Scarlet': 'Area Zero', 'Violet': 'Area Zero'}","['Block', 'Wide Guard', 'Rock Blast', 'Tackle', 'Harden', 'Hammer Arm', 'Rock Throw', 'Mud Shot', 'Rock Tomb', 'Rock Polish', 'Headbutt', 'Salt Cure', 'Recover', 'Rock Slide', 'Stealth Rock', 'Heavy Slam', 'Earthquake', 'Stone Edge', 'Explosion']",9,Naclstack,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,3,500,100,100,130,45,90,35,0.5,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,Rock,
935,Charcadet,Fire Child Pokémon,"['Flame Body', 'Flash Fire']",90,Human-Like,35,0.6,10.5,51,Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area Three, Area Four, Area Five', 'Violet': 'South Province: Area Three, Area Four, Area Five'}","['Ember', 'Leer', 'Astonish', 'Clear Smog', 'Fire Spin', 'Will-O-Wisp', 'Night Shade', 'Flame Charge', 'Incinerate', 'Lava Plume']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,255,40,50,40,50,40,35,1.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5,1.0,0.5,Fire,
936,Armarouge,Fire Warrior Pokémon,"['Weak Armor', 'Flash Fire']",25,Human-Like,35,1.5,85.0,263,Slow,20,0.5,0.5,"{'Scarlet': 'South Province: Area Two', 'Violet': 'Union Circle'}","['Mystical Fire', 'Wide Guard', 'Ember', 'Leer', 'Astonish', 'Psyshock', 'Clear Smog', 'Fire Spin', 'Will-O-Wisp', 'Night Shade', 'Flame Charge', 'Incinerate', 'Lava Plume', 'Calm Mind', 'Ally Switch', 'Flamethrower', 'Expanding Force', 'Armor Cannon']",9,Charcadet,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,2,525,85,60,100,125,80,75,1.0,1.0,2.0,2.0,1.0,2.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.5,Fire,Psychic
